Generation ID,Maximum Fitness,Minimum Fitness,Average Fitness,Champion Complexity,Maximum Complexity,Minimum Complexity,Average Complexity,Number of Species
52,11424,751,4875,841,1160,410,731,30
53,11424,996,4813,841,1163,410,732,31
54,11424,1031,5362,841,1153,410,735,29
55,11424,970,5036,841,1163,419,824,30
56,11424,1031,4666,841,1162,419,824,34
57,11424,997,5141,841,1155,419,821,35
58,11505,913,4609,1229,1242,419,830,34
59,11505,1019,4562,1229,1334,419,834,31
60,11505,882,5188,1229,1339,419,837,32
61,11505,1031,4968,1229,1318,419,848,34
62,11505,717,4969,1229,1321,419,837,34
63,11505,790,4663,1229,1323,419,865,40
64,11951,180,5424,1125,1423,419,888,35
65,11505,1031,4731,1229,1422,419,892,40
66,11505,710,4745,1229,1439,419,892,38
67,11505,503,4881,1229,1415,419,892,39
68,11505,766,5434,1229,1412,419,891,38
69,11951,704,5231,1125,1442,419,893,38
70,11951,513,4880,1125,1411,419,906,37
71,11505,1020,4833,1229,1421,419,904,38
72,11505,524,5220,1229,1417,419,911,40
73,11951,1154,5375,1125,1422,419,910,41
74,11505,1031,4949,1229,1423,419,915,40
75,11505,771,4769,1229,1427,419,893,42
76,11505,769,5205,1229,1543,419,898,45
77,11951,1031,4870,1125,1535,419,933,48
78,11951,1031,4933,1125,1571,419,932,43
79,11505,55,5262,1229,1539,419,932,42
80,11951,1142,5361,1125,1542,419,928,38
81,12101,858,5350,1391,1547,446,1003,49
82,12101,189,4755,1391,1545,446,1051,46
83,12101,559,5228,1391,1558,446,1051,42
84,12101,485,5223,1391,1550,446,1054,45
85,12101,721,4966,1391,1548,446,1053,46
86,12101,1031,5148,1391,1535,446,1054,48
87,12101,1031,5200,1391,1540,446,1055,57
88,12101,848,5121,1391,1541,446,1058,52
89,12413,391,5397,1347,1546,446,1059,53
90,12413,959,5216,1347,1496,446,1097,54
91,12413,560,5496,1347,1500,446,1098,55
92,12413,333,5085,1347,1495,446,1126,45
93,12413,948,5609,1347,1559,446,1181,50
94,12413,969,5365,1347,1619,446,1202,51
95,12413,228,5493,1347,1611,446,1202,54
96,12413,949,5544,1347,1607,446,1200,49
97,12413,665,5411,1347,1613,446,1208,49
98,12413,498,5652,1347,1628,446,1210,48
99,12413,701,5362,1347,1683,446,1180,55
100,12413,942,5444,1347,1677,446,1177,53
101,12413,25,5866,1347,1680,446,1179,48
102,12413,436,5140,1347,1684,446,1198,51
103,12413,462,5617,1347,1685,446,1204,57
104,12413,1031,5909,1347,1699,446,1204,54
105,12413,1031,5460,1347,1690,687,1237,55
106,12413,723,5668,1347,1688,687,1240,56
107,12413,12,5753,1347,1690,687,1237,57
108,12413,852,5651,1347,1829,687,1254,53
109,12413,211,5388,1347,1804,687,1254,54
110,12413,828,5614,1347,1840,687,1254,52
111,12413,427,5244,1347,1817,687,1254,49
112,12413,1031,5957,1347,1823,687,1256,54
113,12413,625,5983,1347,1813,687,1255,52
114,12413,597,5718,1347,1825,687,1255,50
115,12413,701,5448,1347,1813,687,1255,51
116,12413,1000,5358,1347,1814,687,1259,50
117,12413,26,5308,1347,1806,687,1260,53
118,12413,514,5787,1347,1811,687,1259,57
119,12413,851,5705,1347,1824,751,1325,48
120,12413,1019,5778,1347,1832,751,1324,49
121,12413,626,5681,1347,1809,751,1325,51
122,12413,318,5878,1347,1809,751,1323,46
123,12413,1031,5593,1347,1824,751,1326,49
124,12413,732,5819,1347,1805,751,1324,44
125,12413,544,5416,1347,1817,751,1325,51
126,12413,785,5395,1347,1755,751,1282,52
127,12413,729,5814,1347,1757,751,1283,45
128,12413,736,5780,1347,1749,751,1282,49
129,12413,1032,5827,1347,1769,751,1283,47
130,12413,739,5619,1347,1761,751,1283,50
131,12413,1031,5296,1347,1825,751,1285,45
132,12413,599,5667,1347,1833,751,1287,47
133,12413,1019,5580,1347,1822,751,1287,52
134,12413,701,5609,1347,1811,751,1285,45
135,12413,1031,5888,1347,1693,751,1261,51
136,12413,997,5804,1347,1706,751,1263,56
137,12413,726,5432,1347,1844,751,1288,48
138,12413,1003,5637,1347,1840,751,1286,45
139,12413,1032,5926,1347,1840,751,1286,48
140,12413,643,5712,1347,1834,751,1286,49
141,12413,777,5820,1347,1856,751,1286,45
142,12413,367,5729,1347,1862,751,1291,50
143,12413,701,5975,1347,1851,751,1291,51
144,12413,771,5936,1347,1849,751,1291,50
145,12413,252,5650,1347,1844,751,1299,37
146,12413,545,5541,1347,1857,751,1300,42
147,12413,443,5872,1347,1858,751,1302,43
148,12413,440,5908,1347,1862,751,1302,40
149,12413,729,5387,1347,1854,751,1301,43
150,12413,729,5321,1347,1858,751,1267,40
151,12413,1007,6019,1347,1858,751,1268,42
152,12413,644,5910,1347,2043,751,1276,45
153,12413,737,5311,1347,2070,751,1277,48
154,12413,769,6102,1347,2044,751,1275,43
155,12413,336,5713,1347,2038,751,1276,49
156,12413,1031,5827,1347,2038,751,1279,47
157,12413,1031,6569,1347,2038,751,1280,50
158,12413,783,5670,1347,2039,751,1280,46
159,12413,999,5587,1347,2039,751,1281,48
160,12413,1095,5674,1347,2041,841,1330,47
161,12413,1006,5771,1347,2054,841,1332,49
162,12413,1031,5677,1347,2031,841,1330,48
163,12413,402,5427,1347,2039,841,1330,46
164,12413,423,5856,1347,2047,841,1331,46
165,12413,29,5802,1347,2046,841,1331,47
166,12413,496,5142,1347,2035,841,1331,48
167,12413,1095,5810,1347,2038,841,1332,45
168,12413,730,5435,1347,2047,841,1329,45
169,12413,1031,5523,1347,2046,841,1330,43
170,12413,762,6207,1347,2038,841,1316,43
171,12413,1031,6160,1347,2052,841,1315,47
172,12413,602,5621,1347,2052,841,1315,45
173,12413,1031,6128,1347,2052,841,1315,47
174,12413,701,5339,1347,2048,841,1315,45
175,12575,713,6074,1455,2051,841,1313,47
176,12575,1008,5630,1455,2037,841,1319,55
177,12575,380,5573,1455,2043,841,1318,53
178,12575,1034,5583,1455,2055,841,1319,49
179,12575,762,5937,1455,2052,841,1318,50
180,12575,249,5723,1455,2039,841,1319,51
181,12575,984,6092,1455,2046,841,1320,56
182,12575,730,6049,1455,2035,841,1319,53
183,12575,664,5629,1455,2023,841,1318,52
184,12575,667,5653,1455,2040,841,1320,50
185,12575,776,5830,1455,2049,841,1318,51
186,12575,713,6216,1455,2029,841,1318,54
187,12575,985,5901,1455,2060,841,1339,50
188,12575,739,5751,1455,2051,841,1348,48
189,12575,1031,6087,1455,2053,841,1347,47
190,12575,936,6038,1455,2281,841,1411,47
191,12575,729,5684,1455,2030,841,1383,52
192,12575,355,6417,1455,2055,841,1382,46
193,12575,1095,6472,1455,2046,841,1389,51
194,12575,1034,5573,1455,2043,841,1389,50
195,12575,1031,6149,1455,2045,841,1392,55
196,12575,992,5748,1455,2043,841,1391,54
197,12575,713,5946,1455,2033,841,1395,49
198,12575,603,5794,1455,2050,841,1401,47
199,12575,713,5906,1455,2041,841,1402,49
200,12575,1031,5891,1455,2040,841,1409,50
201,12575,1031,6087,1455,2059,841,1418,49
202,12575,729,5987,1455,2247,841,1427,46
203,12575,941,5666,1455,2247,841,1428,49
204,12575,968,5696,1455,2252,841,1435,50
205,12575,773,6184,1455,2235,841,1433,50
206,12575,1031,6084,1455,2257,841,1442,56
207,12575,390,5721,1455,2058,841,1417,52
208,12575,793,5750,1455,2025,841,1416,57
209,12575,1095,5906,1455,2044,841,1417,55
210,12575,1031,5986,1455,2031,841,1418,58
211,12575,1031,5956,1455,2051,841,1418,58
212,12575,701,6071,1455,2239,841,1443,55
213,12575,1031,5686,1455,2040,841,1413,57
214,12575,547,5411,1455,2234,841,1451,59
215,12575,670,6006,1455,2230,841,1451,58
216,12575,740,5580,1455,2224,841,1451,60
217,12575,701,5715,1455,2037,841,1404,60
218,12575,685,5554,1455,2060,841,1403,62
219,12575,936,6144,1455,2037,841,1403,60
220,12575,791,6005,1455,2048,841,1401,56
221,12575,1031,6101,1455,2057,841,1411,58
222,12575,824,5994,1455,2042,841,1410,56
223,12575,1031,5843,1455,2058,841,1410,58
224,12575,724,5735,1455,2052,841,1413,59
225,12575,946,5324,1455,2045,841,1411,60
226,12575,1031,6193,1455,2053,841,1411,61
227,12575,1078,6110,1455,2211,841,1458,58
228,12575,978,5980,1455,2209,841,1458,54
229,12575,1031,5982,1455,2208,841,1508,54
230,12575,991,5710,1455,2240,841,1510,59
231,14175,678,5987,1582,2234,841,1510,54
232,14175,997,6479,1582,2208,841,1537,50
233,12575,792,6240,1455,2230,841,1540,56
234,12575,1032,5932,1455,2219,841,1535,54
235,12575,870,6127,1455,2208,841,1537,56
236,12575,887,5777,1455,2241,841,1542,52
237,13282,652,6181,1582,2216,841,1543,50
238,12575,658,5735,1455,2216,841,1519,46
239,12575,1032,6132,1455,2202,841,1518,49
240,14175,894,5669,1582,2207,841,1520,49
241,14175,961,5765,1582,2419,841,1540,55
242,12575,723,5579,1455,2435,841,1529,55
243,12575,717,5444,1455,2743,841,1557,56
244,12575,145,5277,1455,2712,841,1555,57
245,12575,1031,5979,1455,2725,841,1556,58
246,12575,1031,6420,1455,2699,841,1588,59
247,12575,1221,5804,1455,2725,841,1563,57
248,12575,644,5591,1455,2702,841,1540,62
249,12575,821,5619,1455,2731,841,1566,60
250,12575,1031,5823,1455,2695,841,1599,58
251,12575,1031,5674,1455,3003,841,1603,62
252,12575,846,5997,1455,3007,841,1565,61
253,12575,970,5804,1455,3023,841,1566,63
254,12575,944,5648,1455,3011,841,1623,61
255,12575,1019,6009,1455,2995,841,1603,62
256,12575,1028,5997,1455,3017,841,1603,60
257,12575,1263,5931,1455,3024,841,1602,59
258,12575,1031,5665,1455,3011,841,1604,66
259,12575,951,5953,1455,3014,841,1603,60
260,12575,747,5857,1455,3017,841,1603,64
261,12575,1031,5886,1455,3021,841,1603,64
262,12575,1031,6139,1455,3015,841,1602,59
263,12575,843,5821,1455,3012,841,1689,60
264,12575,771,5796,1455,3024,841,1689,64
265,12575,284,5857,1455,3015,841,1688,62
266,12575,729,5577,1455,3030,841,1690,65
267,12575,934,5918,1455,3011,841,1690,62
268,12575,997,5733,1455,3043,841,1692,67
269,12575,1031,6351,1455,3000,841,1690,63
270,12575,413,5857,1455,3006,841,1691,62
271,12575,1031,6048,1455,3016,841,1689,61
272,12575,995,5911,1455,3045,841,1689,65
273,12575,851,5719,1455,3009,841,1690,65
274,12575,729,5874,1455,3011,841,1690,64
275,12575,1022,5972,1455,3012,841,1798,59
276,12575,1031,5993,1455,3036,841,1848,56
277,12575,1031,6084,1455,3030,841,1848,59
278,12575,1031,5968,1455,3006,841,1847,54
279,12575,985,5905,1455,3007,841,1847,56
280,12575,1106,6098,1455,3018,841,1849,56
281,12575,734,5839,1455,3015,841,1848,57
282,12575,996,5689,1455,3017,841,1847,55
283,12575,1031,6173,1455,3003,841,1845,57
284,12575,560,6034,1455,3005,841,1849,60
285,12575,993,6153,1455,2998,841,1848,58
286,12575,405,6206,1455,3019,841,1844,56
287,12575,294,5787,1455,3029,841,1847,56
288,12575,1031,5960,1455,3016,841,1890,54
289,12575,762,6315,1455,3021,841,1866,56
290,12575,985,5936,1455,3021,841,1869,55
291,12575,659,5704,1455,3027,841,1890,54
292,12575,1031,6494,1455,3015,841,1867,53
293,12575,985,6293,1455,3018,841,1866,56
294,12575,1031,5913,1455,3015,1062,1910,56
295,12575,1031,5706,1455,3016,1062,1908,55
296,12575,370,6010,1455,3022,1062,1910,59
297,12575,1031,6179,1455,3033,1062,1909,56
298,12575,1031,6015,1455,3008,1062,1907,57
299,12575,731,5704,1455,2997,1062,1907,56
300,12575,1154,6151,1455,3020,1062,1968,57
301,12575,969,6212,1455,3029,1062,1968,58
302,12575,686,5595,1455,3018,1062,1967,57
303,12575,1031,6429,1455,3014,1062,1969,57
304,12575,1031,6342,1455,3008,1062,1966,57
305,13065,1031,5747,2426,3038,1062,1968,59
306,13065,1031,5919,2426,3037,1062,1979,59
307,13065,1031,6165,2426,3007,1062,1981,58
308,13065,1018,6218,2426,3036,1062,1981,57
309,13065,1027,6161,2426,3010,1062,1979,57
310,13065,685,6090,2426,3014,1062,1980,57
311,13065,729,5926,2426,3038,1062,1981,57
312,13065,1031,5772,2426,3025,1062,1980,59
313,13065,962,6896,2426,3011,1062,1982,57
314,13065,1031,6170,2426,2996,1062,2020,59
315,13065,1031,6024,2426,3055,1062,2020,57
316,13065,1031,6092,2426,3005,1062,2022,57
317,13065,418,5631,2426,3028,1062,2029,62
318,13065,871,6667,2426,3020,1062,2040,57
319,13065,1031,6544,2426,3025,1062,2039,61
320,13065,730,6015,2426,3041,1062,2040,58
321,13065,884,5981,2426,3026,1062,2074,55
322,13065,1031,6304,2426,3022,1062,2073,55
323,13065,793,6225,2426,3022,1062,2072,54
324,13065,729,6103,2426,2992,1062,2073,58
325,13065,1018,5738,2426,3020,1062,2095,53
326,13065,161,5604,2426,3029,1062,2119,54
327,13065,983,6039,2426,3039,1062,2120,55
328,13065,1031,6135,2426,3026,1062,2121,53
329,13065,1031,6506,2426,3036,1062,2119,53
330,13065,1031,5898,2426,3027,1062,2121,54
331,13065,1031,6139,2426,3030,1062,2119,55
332,13065,619,5572,2426,3012,1062,2119,57
333,13065,977,7101,2426,3020,1062,2192,53
334,13065,1031,5881,2426,3018,1062,2192,56
335,13065,934,5956,2426,3002,1062,2190,55
336,13065,715,6346,2426,3038,1062,2191,55
337,13065,628,5869,2426,3030,1062,2191,55
338,13065,1031,6615,2426,3030,1062,2192,52
339,13065,1069,6100,2426,3026,1215,2263,50
340,13065,730,5956,2426,3032,1215,2267,52
341,13065,1031,6423,2426,3013,1215,2265,51
342,13065,480,6251,2426,3007,1215,2267,52
343,13065,1033,6383,2426,3018,1215,2267,53
344,13065,1031,5995,2426,3025,1215,2266,53
345,13065,710,5907,2426,3014,1215,2264,50
346,13065,956,5929,2426,3374,1215,2339,52
347,13065,1031,6258,2426,3378,1215,2340,51
348,13065,996,6176,2426,3370,1215,2339,53
349,13065,1031,5895,2426,3364,1215,2338,52
350,13065,735,5916,2426,3380,1215,2340,53
351,13065,454,6005,2426,3399,1215,2342,52
352,13065,1031,5896,2426,3377,1215,2337,52
353,13065,1031,5895,2426,3379,1215,2351,55
354,13065,937,5611,2426,3388,1215,2352,55
355,13065,849,6085,2426,3388,1215,2353,57
356,13065,867,6396,2426,3390,1215,2356,55
357,13065,1031,6229,2426,3383,1215,2354,58
358,13065,781,6269,2426,3384,1215,2354,56
359,13065,741,6552,2426,3373,1215,2351,56
360,13065,908,5996,2426,3364,1215,2365,59
361,13065,1031,6094,2426,3369,1215,2418,55
362,13065,1031,6431,2426,3362,1215,2382,57
363,13065,793,5796,2426,3395,1215,2390,56
364,13065,1031,6244,2426,3374,1215,2390,57
365,13065,1007,6242,2426,3399,1215,2387,54
366,13065,1225,6205,2426,3376,1215,2389,57
367,13065,1031,5878,2426,3371,1215,2390,55
368,13065,1007,5616,2426,3369,1215,2402,60
369,13065,1007,6571,2426,3365,1215,2415,63
370,13065,1031,6484,2426,3373,1215,2443,63
371,13065,1031,5635,2426,3384,1215,2397,64
372,12621,717,6432,2420,3404,1215,2400,63
373,12621,1031,6562,2420,3369,1215,2427,62
374,12621,1031,6187,2420,3375,1215,2373,64
375,12621,1031,6098,2420,3366,1215,2372,64
376,12621,1031,5789,2420,3383,1215,2404,67
377,12621,1031,6085,2420,3410,1215,2405,62
378,12621,937,5989,2420,3370,1215,2407,65
379,12621,1340,5963,2420,3370,1215,2405,63
380,12621,1031,6330,2420,3384,1215,2404,62
381,12621,327,6125,2420,3380,1215,2408,64
382,12621,762,6030,2420,3373,1215,2404,64
383,12621,898,5964,2420,3382,1215,2407,65
384,12621,985,5531,2420,3403,1215,2360,63
385,12621,1031,5936,2420,3372,1215,2362,61
386,12621,1027,5812,2420,3369,1215,2359,64
387,12621,1031,5828,2420,3356,1215,2360,65
388,12621,701,6000,2420,3367,1215,2360,63
389,12621,841,6261,2420,3400,1215,2360,64
390,12621,1223,6219,2420,3374,1215,2358,64
391,12621,1031,5696,2420,3372,1215,2362,66
392,12621,1019,6138,2420,3374,1215,2360,65
393,12621,1046,6361,2420,3377,1215,2359,66
394,12621,996,6009,2420,3369,1215,2360,64
395,12621,1031,5944,2420,3369,1215,2361,64
396,12621,718,5607,2420,3384,1215,2361,65
397,12621,653,6041,2420,3379,1215,2361,64
398,12621,729,5946,2420,3382,1215,2363,63
399,12621,315,6061,2420,3385,1215,2360,63
400,12621,1007,5818,2420,3386,1215,2360,63
401,12621,1031,5946,2420,3373,1215,2362,63
402,12621,855,6163,2420,3371,1215,2359,63
403,12676,651,6132,2417,3375,1215,2361,65
404,12676,701,5953,2417,3386,1215,2408,66
405,12676,1031,5953,2417,3376,1215,2409,63
406,12676,1031,6267,2417,3382,1215,2407,65
407,12676,1031,6312,2417,3405,1215,2405,63
408,12676,744,6162,2417,3408,1215,2410,64
409,12676,925,5638,2417,3380,1215,2407,64
410,12676,1031,6097,2417,3405,1306,2502,62
411,12676,779,6271,2417,3408,1306,2502,63
412,12676,531,6150,2417,3409,1306,2503,64
413,12676,859,6102,2417,3401,1306,2499,63
414,12676,1026,5984,2417,3388,1306,2535,59
415,12676,1031,6203,2417,3371,1306,2537,59
416,12676,984,5821,2417,3394,1306,2537,59
417,12676,431,6034,2417,3390,1306,2536,60
418,12676,1031,6059,2417,3392,1306,2535,60
419,12676,762,5581,2417,3407,1306,2537,60
420,12676,1031,5655,2417,3352,1306,2538,60
421,12676,870,5864,2417,3385,1306,2539,60
422,12676,729,6182,2417,3388,1306,2544,56
423,12676,1031,5901,2417,3386,1306,2543,55
424,12676,1031,5935,2417,3371,1306,2545,56
425,12676,1031,6222,2417,3356,1306,2543,55
426,12676,535,6095,2417,3386,1306,2544,55
427,12676,1031,5937,2417,3364,1306,2547,56
428,12676,1031,5710,2417,3378,1306,2545,56
429,12676,689,5800,2417,3377,1306,2546,56
430,12676,1022,6419,2417,3378,1306,2543,56
431,12676,638,5882,2417,3378,1306,2546,56
432,12676,469,6491,2417,3377,1306,2544,56
433,12676,1031,5773,2417,3371,1306,2544,56
434,12676,1007,6417,2417,3366,1306,2545,55
435,12676,1019,5872,2417,3389,1306,2554,59
436,12676,1031,6267,2417,3394,1306,2555,60
437,12676,927,5908,2417,3367,1306,2549,56
438,12676,1031,6121,2417,3379,1306,2550,56
439,12676,899,6243,2417,3377,1306,2549,56
440,12676,305,6008,2417,3385,1306,2551,56
441,12676,1031,6278,2417,3381,1306,2551,56
442,12676,1019,5691,2417,3371,1306,2548,54
443,12676,172,6181,2417,3364,1306,2547,55
444,12676,867,6497,2417,3398,1306,2549,56
445,12676,610,6003,2417,3359,1306,2550,55
446,12676,730,6381,2417,3375,1306,2549,56
447,12676,1018,6209,2417,3385,1306,2547,55
448,12676,1031,6164,2417,3359,1306,2547,56
449,12676,1031,6527,2417,3369,1306,2600,53
450,12676,1031,5673,2417,3396,1306,2630,54
451,12676,1031,5791,2417,3403,1306,2628,54
452,12676,1031,5794,2417,3392,1306,2626,56
453,12676,1007,6090,2417,3354,1306,2629,56
454,12676,1031,6446,2417,3380,1306,2628,55
455,12676,713,6236,2417,3381,1306,2626,55
456,12676,1095,5615,2417,3366,1306,2625,54
457,12676,985,5594,2417,3392,1306,2626,56
458,12676,1031,5834,2417,3371,1306,2631,56
459,12676,1031,5706,2417,3388,1306,2626,55
460,12676,1031,6294,2417,3391,1306,2629,55
461,12676,1007,6151,2417,3399,1306,2628,55
462,12676,386,5751,2417,3377,1306,2628,56
463,12676,558,5604,2417,3401,1306,2587,60
464,12676,839,6137,2417,3380,1306,2586,60
465,12676,451,5877,2417,3379,1306,2587,59
466,12676,1018,6023,2417,3362,1306,2630,60
467,12676,1018,6462,2417,3392,1306,2632,60
468,12676,970,5776,2417,3351,1455,2733,59
469,12676,586,5918,2417,3357,1455,2733,60
470,12676,1018,6031,2417,3570,1455,2750,64
471,12676,646,5838,2417,3571,1455,2750,64
472,12676,1031,6169,2417,3568,1455,2751,64
473,12676,569,5579,2417,3608,1455,2751,64
474,12676,1031,6438,2417,3593,1455,2749,64
475,12676,798,6054,2417,3597,1455,2691,60
476,12676,1031,6317,2417,3581,1455,2694,60
477,12676,1031,5464,2417,3580,1455,2691,60
478,12676,805,5966,2417,3584,1455,2690,60
479,12676,1031,6369,2417,3571,1455,2691,60
480,13010,1031,6077,1708,3382,1455,2651,55
481,12676,1031,6659,2417,3394,1455,2658,57
482,13010,1007,6030,1708,3405,1455,2653,58
483,13010,978,6006,1708,3394,1455,2656,60
484,13010,1031,6100,1708,3403,1455,2657,59
485,13010,1031,5920,1708,3386,1455,2622,53
486,13010,1031,6016,1708,3380,1455,2623,56
487,13010,543,6127,1708,3381,1455,2622,54
488,13010,600,6018,1708,3401,1455,2621,53
489,13010,1031,5905,1708,3403,1455,2620,55
490,13010,1007,5659,1708,3427,1455,2625,55
491,13010,1031,6082,1708,3376,1455,2700,54
492,13010,1031,5709,1708,3365,1455,2700,55
493,13010,1031,5806,1708,3379,1455,2699,56
494,13010,1031,6041,1708,3355,1455,2625,55
495,13010,1031,6324,1708,3363,1455,2626,54
496,13010,1031,5816,1708,3402,1455,2627,54
497,13010,1007,5943,1708,3373,1455,2629,54
498,13010,1031,6126,1708,3400,1455,2696,55
499,13010,986,6306,1708,3378,1455,2698,56
500,13010,492,6358,1708,3385,1455,2699,55
501,12698,1031,6061,1708,3396,1455,2701,53
502,13010,992,6018,1708,3381,1455,2699,56
503,13010,1095,5834,1708,3369,1455,2700,55
504,13010,1031,5955,1708,3386,1455,2702,56
505,13010,773,6073,1708,3384,1455,2702,55
506,13010,1031,5960,1708,3381,1455,2700,55
507,13010,1032,6146,1708,3375,1455,2702,54
508,12676,799,5919,2417,3368,1455,2700,54
509,13010,1031,6581,1708,3620,1455,2717,60
510,13010,1031,6168,1708,3666,1455,2720,60
511,13010,1031,6102,1708,3646,1455,2717,58
512,13010,1031,6122,1708,3661,1455,2715,58
513,13010,656,6141,1708,3665,1455,2718,60
514,13010,1031,6448,1708,3646,1455,2717,58
515,13010,996,6074,1708,3641,1455,2719,60
516,13010,1031,5992,1708,3633,1455,2717,60
517,13010,1031,6017,1708,3630,1455,2717,60
518,13010,881,5724,1708,3357,1455,2622,56
519,13010,1031,6209,1708,3390,1455,2622,55
520,13010,430,6161,1708,3378,1455,2698,55
521,12698,1031,6057,1708,3385,1455,2624,53
522,13010,1031,5976,1708,3395,1455,2624,54
523,13010,995,6409,1708,3384,1455,2605,59
524,13010,492,6165,1708,3407,1455,2604,59
525,13010,576,6448,1708,3397,1455,2607,58
526,13010,1031,5842,1708,3385,1455,2605,59
527,13010,1031,6243,1708,3377,1455,2605,58
528,13010,1031,6116,1708,3356,1455,2604,59
529,13010,1031,6050,1708,3387,1455,2529,59
530,13010,1031,6244,1708,3369,1455,2531,60
531,12698,1031,6410,1708,3412,1455,2484,58
532,13010,881,5910,1708,3410,1455,2555,58
533,13010,525,6843,1708,3412,1455,2555,58
534,12698,640,6524,1708,3398,1455,2559,59
535,13010,655,5851,1708,3376,1455,2568,63
536,13010,689,6250,1708,3386,1455,2568,63
537,13010,1031,6065,1708,3396,1455,2571,63
538,13010,1031,5979,1708,3398,1455,2571,64
539,13010,1031,6443,1708,3363,1455,2570,64
540,13010,1018,6301,1708,3370,1455,2571,61
541,13010,1018,5605,1708,3374,1455,2511,62
542,13010,1030,5881,1708,3377,1455,2512,64
543,12698,1031,5745,1708,3384,1455,2513,64
544,13010,1007,6180,1708,3406,1455,2513,62
545,13010,1031,6612,1708,3391,1455,2512,62
546,13196,657,6114,3337,3391,1455,2512,60
547,13196,1007,6300,3337,3754,1455,2530,67
548,13196,792,6151,3337,3781,1455,2458,66
549,13196,858,6387,3337,3762,1455,2460,68
550,13196,1019,5922,3337,3764,1455,2458,67
551,13196,1018,5955,3337,3743,1455,2474,66
552,13196,588,5911,3337,3768,1455,2531,65
553,13196,1031,6557,3337,3761,1455,2530,65
554,13196,1031,6262,3337,3741,1455,2534,68
555,13196,1007,5987,3337,3754,1455,2532,68
556,13196,938,6087,3337,3746,1455,2536,68
557,13196,428,6398,3337,3753,1455,2531,66
558,13196,1031,6197,3337,3750,1455,2475,66
559,13196,1031,6248,3337,3748,1455,2493,68
560,13196,787,6234,3337,3777,1455,2495,67
561,13196,1018,6529,3337,3769,1455,2451,64
562,13196,1095,6056,3337,3796,1455,2460,67
563,13196,1031,6306,3337,3768,1455,2459,66
564,13196,1031,6302,3337,3743,1455,2401,64
565,13196,1031,5919,3337,3742,1455,2403,63
566,13196,1019,6163,3337,3749,1455,2400,64
567,13196,1031,6721,3337,3740,1455,2401,64
568,13196,1031,6422,3337,3751,1455,2401,63
569,13196,666,6411,3337,3771,1455,2402,64
570,13196,1175,6315,3337,3747,1455,2400,63
571,13196,374,6015,3337,3727,1455,2384,58
572,13196,1031,6027,3337,3776,1455,2384,60
573,13196,1079,6102,3337,3751,1455,2382,57
574,13196,1031,6680,3337,3761,1455,2386,58
575,13196,1031,6328,3337,3745,1455,2385,59
576,13196,701,6494,3337,3761,1455,2384,59
577,13196,1275,6917,3337,3763,1455,2384,60
578,13196,794,6410,3337,3754,1455,2385,60
579,13196,810,6224,3337,3761,1455,2382,58
580,13196,1031,6611,3337,3755,1455,2385,59
581,13196,1031,6035,3337,3754,1455,2396,63
582,13196,1019,6715,3337,3766,1455,2393,62
583,13196,1031,6169,3337,3753,1455,2396,62
584,13196,1143,6028,3337,3745,1455,2396,63
585,13196,991,6476,3337,3775,1455,2397,63
