Generation ID,Maximum Fitness,Minimum Fitness,Average Fitness,Champion Complexity,Maximum Complexity,Minimum Complexity,Average Complexity
632,13558,2003,8750,1527,2457,1221,1881
633,13558,1274,8362,1527,2455,1221,1881
634,13558,1225,8392,1527,2460,1221,1881
635,13558,850,8032,1527,2469,1221,1882
636,13558,1224,8118,1527,2345,1221,1864
637,13558,1775,7984,1527,2308,1221,1863
638,13558,2009,8182,1527,2322,1221,1862
639,13558,1082,8426,1527,2307,1221,1862
640,13558,1095,8048,1527,2306,1221,1863
641,13558,1997,8449,1527,2302,1221,1865
642,13558,2632,8290,1527,2307,1221,1865
643,13558,1755,8241,1527,2465,1221,1881
644,13558,1385,8017,1527,2467,1221,1881
645,13558,1491,8082,1527,2470,1221,1881
646,13558,2060,8556,1527,2475,1221,1881
647,13558,1544,8096,1527,2479,1221,1882
648,13558,1665,8151,1527,2466,1221,1881
649,13558,1863,7967,1527,2486,1221,1881
650,13558,1289,8152,1527,2480,1221,1881
651,13558,1698,8057,1527,2468,1221,1879
652,13558,1417,8310,1527,2474,1221,1880
653,13558,1660,8277,1527,2469,1221,1881
654,13558,1801,7718,1527,2320,1221,1858
655,13558,1800,8231,1527,2312,1221,1855
656,13558,1034,7868,1527,2324,1221,1857
657,13558,1576,8378,1527,2309,1221,1860
658,13558,1786,8141,1527,2468,1221,1881
659,13558,2273,8442,1527,2484,1221,1881
660,13558,1856,8439,1527,2474,1221,1881
661,13558,996,8613,1527,2482,1221,1881
662,13558,1097,8327,1527,2467,1221,1882
663,13558,1642,7719,1527,2487,1221,1881
664,13558,1593,8123,1527,2462,1221,1881
665,13558,421,8472,1527,2487,1221,1882
666,13558,1967,8359,1527,2479,1221,1882
667,13558,1680,8147,1527,2457,1221,1882
668,13558,1033,8693,1527,2477,1221,1881
669,13558,1769,8067,1527,2469,1221,1883
670,13558,1464,7761,1527,2470,1221,1881
671,13558,1760,8378,1527,2477,1221,1880
672,13558,1905,7934,1527,2482,1221,1883
673,13558,1031,8251,1527,2477,1221,1881
674,13558,1459,8324,1527,2467,1221,1881
675,13558,1631,8360,1527,2461,1221,1882
676,13558,1830,8542,1527,2466,1221,1882
677,13558,1494,8271,1527,2476,1221,1881
