Generation ID,Maximum Fitness,Minimum Fitness,Average Fitness,Champion Complexity,Maximum Complexity,Minimum Complexity,Average Complexity,Number of Species
77,83265,9680,48027,1647,2291,776,1654,36
78,83265,7774,50756,1647,2302,776,1696,46
79,83265,11171,49081,1647,2298,776,1811,42
80,83265,9253,50692,1647,2301,776,1844,39
81,83265,8644,47525,1647,2328,776,1866,41
82,83265,8278,48084,1647,2545,776,1885,47
83,83265,7173,46758,1647,2536,776,1863,48
84,83265,7926,49886,1647,2551,776,1865,42
85,83265,8775,50378,1647,2541,776,1875,49
86,83265,8571,48598,1647,2558,776,1874,49
87,83265,8253,48848,1647,2544,776,1900,56
88,83265,7942,50118,1647,2843,776,1938,50
89,83265,13379,49105,1647,2813,776,1970,51
90,83265,8467,48176,1647,2545,776,1936,52
91,83265,9994,48868,1647,2524,776,1938,57
92,83265,8275,48085,1647,2796,776,1976,53
93,83265,8473,47841,1647,2781,776,1978,54
94,83265,8701,52366,1647,3038,776,1989,57
95,83265,10378,47765,1647,3037,776,1989,58
96,83265,8761,50015,1647,3064,1357,2050,61
97,83265,7752,47969,1647,2562,1357,2000,59
98,83265,11203,52628,1647,2545,1357,2005,60
99,83265,7492,48953,1647,2556,1357,2008,63
100,83265,9328,49499,1647,2531,1357,2007,61
101,83265,9475,50967,1647,2521,1357,2006,60
102,83265,9747,48666,1647,2586,1557,2043,57
103,83265,9285,48320,1647,2552,1557,2044,59
104,83265,9989,47917,1647,2553,1557,2043,59
105,83265,10797,48032,1647,2567,1557,2062,68
106,83265,10271,49868,1647,2535,1557,2067,70
107,83265,8067,48673,1647,2547,1557,2042,67
108,83265,10924,54019,1647,2806,1557,2063,66
109,83265,9463,49345,1647,2826,1557,2065,64
110,83265,6463,48796,1647,2813,1557,2063,61
111,83265,10731,48586,1647,2817,1557,2082,65
112,83265,9820,48046,1647,2810,1557,2083,68
113,83265,9609,52603,1647,2835,1557,2089,66
114,83265,9786,51808,1647,2812,1557,2088,68
115,83265,8339,49342,1647,2813,1557,2059,62
116,83265,7499,49618,1647,2806,1557,2047,58
117,83265,7380,48529,1647,2820,1557,2054,61
118,83265,7987,52374,1647,2834,1557,2053,60
119,83265,11859,49039,1647,2835,1557,2062,59
120,83265,9588,50015,1647,2830,1557,2065,59
121,83265,9652,51925,1647,2791,1557,2069,54
122,83265,6581,51714,1647,2827,1557,2069,53
123,83265,9787,49078,1647,2818,1557,2093,55
124,83265,12783,49936,1647,2816,1557,2101,56
125,83265,6976,50373,1647,2807,1557,2102,59
126,83265,7670,51339,1647,2821,1557,2103,59
127,83265,8929,51741,1647,2818,1557,2101,59
128,83265,13267,52467,1647,2815,1647,2134,56
129,83265,11553,51689,1647,2797,1647,2132,54
130,83265,7389,49812,1647,2817,1647,2131,54
131,83265,9898,48192,1647,2809,1647,2134,55
132,83265,8163,51446,1647,2815,1647,2131,53
133,83265,10025,49046,1647,2843,1647,2133,56
134,83265,12741,50688,1647,2817,1647,2127,52
135,83265,9313,50476,1647,2814,1647,2126,51
136,83265,8729,48894,1647,2805,1647,2125,52
137,83265,9519,51420,1647,2833,1647,2126,51
138,83265,8836,52574,1647,2836,1647,2126,51
139,83265,7921,51461,1647,2806,1647,2141,46
140,83265,10195,49608,1647,2812,1647,2139,43
141,83265,6898,50389,1647,2842,1647,2142,45
142,83265,9244,52466,1647,2810,1647,2144,48
143,83265,8500,49016,1647,2784,1647,2143,48
144,83265,10772,53124,1647,2816,1647,2142,48
145,83265,9231,50111,1647,2827,1647,2144,48
146,83265,11159,52467,1647,2833,1647,2152,51
147,83265,9403,51983,1647,2814,1647,2168,51
148,83265,8712,50546,1647,2802,1647,2168,51
149,83265,8646,49371,1647,2818,1647,2165,49
150,83265,11270,51389,1647,2807,1647,2168,52
151,83265,8441,50141,1647,2812,1647,2169,52
152,83265,7229,50510,1647,2834,1647,2168,51
153,83265,7104,45438,1647,2823,1647,2166,50
154,83265,5436,51005,1647,2890,1647,2194,55
155,83265,12424,52129,1647,2862,1647,2193,54
156,83265,9252,47703,1647,3147,1647,2207,50
157,83265,10678,52516,1647,3157,1647,2207,50
158,83265,10145,52104,1647,3149,1647,2211,49
159,83265,7809,48910,1647,3142,1647,2207,52
160,83265,7697,50212,1647,3151,1647,2207,51
161,83265,9742,52017,1647,3149,1647,2214,48
162,83265,8173,50349,1647,3156,1647,2216,48
163,83265,7394,49123,1647,3453,1647,2232,52
164,83265,8633,49202,1647,3472,1647,2241,56
165,83265,8058,51514,1647,3493,1647,2214,51
166,83265,11738,52269,1647,2831,1647,2173,47
167,83265,10322,52115,1647,2819,1647,2175,46
168,83265,8661,50608,1647,2809,1647,2173,48
169,83265,10714,50171,1647,2804,1647,2188,47
170,83265,11561,51064,1647,2861,1647,2178,51
171,83265,7860,51272,1647,2870,1647,2178,51
172,83265,10339,51745,1647,2881,1647,2181,51
173,83265,8109,49021,1647,2899,1647,2179,50
174,83265,9006,48833,1647,2874,1647,2181,52
175,83265,10223,49670,1647,2869,1647,2181,52
176,83265,6612,52276,1647,2884,1647,2177,47
177,83265,6162,47101,1647,2890,1647,2179,51
178,83265,10553,51909,1647,2875,1647,2180,52
179,83265,8307,50074,1647,2874,1647,2180,52
180,83265,9420,50798,1647,3137,1647,2215,45
181,83265,6611,49332,1647,3143,1647,2216,47
182,83265,8993,53163,1647,3149,1647,2215,47
183,83265,7131,47827,1647,3194,1647,2216,45
184,83265,9193,53624,1647,3191,1647,2262,46
185,83265,5337,50817,1647,3190,1647,2263,48
186,83265,7495,48463,1647,3171,1647,2262,47
187,83265,8130,51043,1647,3171,1647,2261,47
188,83265,10563,50320,1647,3173,1647,2261,48
189,83265,12444,49471,1647,3152,1647,2258,48
190,83265,6890,48612,1647,3128,1647,2258,46
191,83265,7115,49431,1647,3134,1647,2259,48
192,83265,12478,52738,1647,3118,1647,2256,48
193,83265,10510,51251,1647,3410,1647,2271,51
194,83265,12888,50990,1647,3429,1647,2272,50
195,83265,11245,52279,1647,3185,1647,2262,47
196,83796,8675,50368,3512,3512,1647,2276,51
197,85015,8531,54585,3512,3909,1647,2383,48
198,84623,9123,55195,3512,3922,1647,2373,49
199,84049,8179,51901,2039,3896,1647,2381,55
200,84752,8323,52238,3512,3902,1647,2379,55
201,84291,10512,51496,3512,3924,1647,2383,54
202,85015,6559,50074,3512,3879,1647,2378,54
203,84858,8068,51434,3512,3894,1647,2323,53
204,84291,8588,52127,3512,3903,1647,2326,55
205,85275,9613,50927,3512,3903,1647,2326,56
206,85237,7505,53531,3512,3886,1647,2321,53
207,84291,9077,48070,3512,3901,1647,2323,54
208,84503,9057,48066,3512,3915,1647,2324,55
209,84291,9536,52586,3512,3924,1647,2323,53
210,85015,9401,52775,3512,3910,1647,2418,55
211,85227,10510,52308,3512,3932,1647,2419,56
212,85360,7811,51471,3512,3903,1647,2417,55
213,85015,7156,50789,3512,3918,1647,2422,51
214,85237,10114,50777,3512,3894,1647,2401,48
215,85015,12859,50670,3512,3894,1647,2454,48
216,83806,8899,49288,3512,3900,1647,2458,51
217,85015,9167,49176,3512,3923,1647,2457,50
218,85015,8138,47474,3512,3904,1647,2458,51
219,85015,10271,52569,3512,3911,1647,2458,52
220,85360,8263,51122,3512,3925,1647,2411,47
221,84513,6409,50684,3512,3906,1647,2410,46
222,84875,7759,52608,3512,3919,1647,2408,47
223,85237,9588,54845,3512,3916,1647,2410,47
224,85237,7739,49855,3512,3907,1647,2407,45
225,84551,8220,47526,3512,3919,1647,2368,46
226,85015,7587,51613,3512,3939,1647,2366,47
227,84636,6944,48942,3512,4313,1647,2387,50
228,84291,8440,47887,3512,4295,1647,2387,52
229,83806,10210,49123,3512,4314,1647,2422,49
230,84513,7838,52868,3512,4313,1647,2435,56
231,84636,7929,53988,3512,4309,1647,2449,58
232,84636,9629,50553,3512,4302,1647,2464,58
233,83806,7206,51270,3512,4304,1647,2464,58
234,84636,11011,50657,3512,4301,1647,2465,60
235,84636,10434,49310,3512,4290,1647,2463,58
236,84281,8478,51157,3512,4289,1647,2464,59
237,84636,10374,50869,3512,4305,1647,2465,58
238,84291,8454,48164,3512,4299,1647,2462,58
239,85237,9773,51631,3512,4311,1647,2466,59
240,84291,7876,52436,3512,4318,1647,2497,60
241,84291,13030,51169,3512,4320,1647,2422,59
242,84513,9195,47855,3512,4302,1647,2421,60
243,85015,12772,48938,3512,4304,1647,2424,57
244,85005,7956,50998,3512,4302,1647,2422,59
245,84291,8395,49241,3512,4336,1647,2469,58
246,84087,11439,52458,2041,4292,1647,2466,59
247,85015,10322,52539,3512,4306,1647,2468,59
248,83806,8236,50293,3512,4302,1647,2426,59
249,85015,9786,52904,3512,4297,1647,2438,63
250,85015,7795,50948,3512,4311,1647,2435,63
251,84291,10081,51206,3512,4323,1647,2433,62
252,84636,8485,49716,3512,4302,1647,2434,61
253,85357,8438,51152,3512,4280,1647,2434,62
254,84291,8225,52493,3512,4304,1647,2441,60
255,84636,11290,50062,3512,4319,1647,2442,57
256,84513,13768,50013,3512,4337,1647,2446,57
257,86031,9168,51711,2041,4350,1647,2447,58
258,85237,7930,49672,3512,4302,1647,2445,59
259,84291,8005,49727,3512,4321,1647,2446,59
260,84028,6739,51848,3512,4310,1647,2445,60
261,84291,7379,50880,3512,4326,1647,2449,60
262,84551,10672,50404,3512,4779,1647,2613,52
263,84291,9091,50705,3512,4769,1647,2615,51
264,84636,7616,53449,3512,4776,1647,2616,51
265,85015,7972,53029,3512,4768,1647,2612,51
266,84291,10276,50624,3512,4761,1647,2614,51
267,84291,8440,50695,3512,4812,1647,2658,55
268,84291,9134,50202,3512,4776,1647,2660,55
269,84291,8189,51918,3512,4771,1647,2632,56
270,84291,10598,49101,3512,4742,1647,2628,56
271,84875,6953,50694,3512,4759,1647,2632,55
272,85360,8186,50646,3512,4774,1647,2633,55
273,84530,7604,49459,3512,4786,1647,2643,59
274,84551,7570,50653,3512,4774,1647,2644,59
275,85015,11200,53520,3512,4771,1647,2643,58
276,85360,10407,49573,3512,4781,1647,2685,55
277,84028,10693,48557,3512,4781,1647,2684,54
278,84513,8753,52879,3512,4787,1647,2700,60
279,84513,9393,49311,3512,4751,1647,2702,60
280,84291,8819,51800,3512,4765,1647,2702,60
281,84291,7773,50858,3512,4783,1647,2644,54
282,84291,7579,51002,3512,4780,1647,2643,56
283,84291,14824,50714,3512,4788,1647,2712,50
284,84503,11375,50525,3512,4787,1647,2712,51
285,84636,7502,53184,3512,4776,1647,2713,51
286,84513,8494,51929,3512,4780,1647,2712,51
287,84291,7916,49417,3512,4778,1647,2714,52
288,84636,10507,52581,3512,4760,1647,2711,52
289,84291,10117,48003,3512,4799,1647,2716,51
290,84752,8689,52081,3512,4773,1647,2711,50
291,84291,6818,50000,3512,4792,1647,2712,50
292,83806,7231,48537,3512,4769,1647,2708,50
293,83806,7568,51742,3512,4777,1647,2778,55
294,84151,10110,51915,3512,4780,1647,2780,55
295,84151,9187,50538,3512,4772,1647,2777,54
296,83806,10998,49259,3512,4782,1647,2782,56
297,84858,10303,49606,3512,4793,1647,2780,55
298,85360,10762,50736,3512,4786,1647,2780,56
299,84281,10124,50870,3512,4788,1647,2782,54
300,84530,9267,52124,3512,4782,1647,2781,55
301,85274,8468,48199,3512,4780,1647,2780,56
302,84291,10183,50122,3512,4789,1647,2782,55
303,85015,8652,49060,3512,4783,1647,2779,55
304,85274,7524,50700,3512,4804,1647,2779,54
305,84636,9224,51995,3512,4756,1647,2782,55
306,84636,9080,55239,3512,4751,1647,2783,55
307,84291,6343,47403,3512,4775,1647,2780,55
308,84291,7037,55139,3512,4803,1647,2782,55
309,84291,6659,49496,3512,4768,1647,2807,56
310,85582,9552,51381,3512,4788,1647,2809,55
311,85015,12391,52054,3512,4796,1647,2808,56
312,84858,10102,54941,3512,4798,1647,2808,54
313,85703,7787,50219,2041,4784,1647,2806,52
314,84513,8407,49400,3512,4792,1647,2809,55
315,84291,8302,48987,3512,4774,1647,2812,56
316,84503,6852,48987,3512,4765,1647,2810,55
317,85015,10505,54042,3512,4779,1647,2809,56
318,85015,8911,48525,3512,4765,1647,2804,54
319,85015,10637,50217,3512,4781,1647,2809,51
320,84636,7003,50339,3512,4764,1647,2810,50
321,85015,7908,53513,3512,4791,1647,2810,51
322,85237,8148,46489,3512,5260,1647,2834,56
323,84291,6925,48251,3512,5217,1647,2835,55
324,85015,9592,52642,3512,5248,1647,2834,55
325,84291,6047,47144,3512,5242,1647,2837,56
326,84633,7055,48590,3512,5233,1647,2834,54
327,84291,5540,51239,3512,5215,1647,2834,56
328,85005,10451,51516,3512,5226,1647,2836,55
329,85360,9792,48188,3512,5239,1647,2834,55
330,84291,7464,51542,3512,5234,1647,2762,56
331,84636,8382,51210,3512,5215,1647,2761,55
332,84291,10469,49424,3512,5209,1647,2760,55
333,85015,10585,53345,3512,5224,1647,2763,55
334,84513,8372,50414,3512,5206,1647,2762,54
335,86031,8484,53267,2041,5230,1647,2763,55
336,86460,9139,50141,2041,5220,1647,2762,54
337,84291,7314,54958,3512,5241,1647,2761,56
338,84633,10821,50535,3512,5255,1647,2762,54
339,83806,10032,50270,3512,5212,1647,2762,56
340,84858,9293,51675,3512,5227,1647,2763,56
341,84263,9354,50051,4683,5210,1647,2759,55
342,84291,6780,52088,3512,5229,1647,2764,55
343,85237,7107,49897,3512,5244,1647,2763,55
344,84291,8455,52177,3512,5229,1647,2763,55
345,86031,10888,52407,2041,5219,1647,2833,56
346,84291,9209,49285,3512,5208,1647,2835,55
347,84291,13149,53262,3512,5209,1647,2835,55
348,84513,8543,52133,3512,5230,1647,2846,51
349,84291,12229,51615,3512,5213,1647,2846,52
350,84636,6979,49757,3512,5222,1647,2845,51
351,85015,11012,50363,3512,5213,1647,2846,52
352,84291,7371,49239,3512,5250,1647,2848,52
353,84636,8839,50195,3512,5221,1647,2861,52
354,84503,9830,50558,3512,5215,1647,2863,56
355,85274,12500,51453,2041,5229,1647,2863,54
356,85360,12304,50391,3512,5250,1647,2862,54
357,84763,8863,53782,3512,5222,1647,2873,60
358,84291,9128,49676,3512,5226,1647,2873,59
359,85015,10516,50964,3512,5233,1647,2872,59
360,85227,12225,53309,3512,5250,1647,2872,57
361,85015,9211,49971,3512,5201,1647,2892,56
362,84291,10437,49057,3512,5230,1647,2894,56
363,84513,8287,53845,3512,5216,1647,2891,53
364,85015,10651,50758,3512,5195,1647,2891,55
365,85015,9715,49737,3512,5212,1647,2894,55
366,84513,7596,47948,3512,5232,1647,2894,56
367,85360,9582,49230,3512,4779,1647,2735,52
368,85015,9300,51681,3512,4772,1647,2735,52
369,85360,8002,49579,3512,4766,1647,2732,50
370,84551,7021,50730,3512,4771,1647,2771,52
371,85015,10588,52606,3512,4773,1647,2806,50
372,85360,13228,52011,3512,4815,1647,2805,51
373,85005,10565,49605,3512,4777,1647,2805,52
374,84291,9453,50954,3512,4804,1647,2809,50
375,85015,8700,52155,3512,4775,1647,2805,51
376,86460,8495,50788,2041,4789,1647,2806,51
377,85582,8336,53789,3512,4764,1647,2805,51
378,84291,10987,53676,3512,4785,1647,2807,52
379,84513,8939,53857,3512,4778,1647,2806,49
380,84291,9512,51148,3512,4774,1647,2804,52
381,84291,9008,53198,3512,4784,1647,2808,52
382,85015,8658,52847,3512,4803,1647,2806,51
383,84291,10670,51953,3512,4785,1647,2807,51
384,84291,8186,52851,3512,4776,1647,2806,51
385,85015,9788,52359,3512,4754,1647,2806,51
386,85360,9267,49469,3512,4806,1647,2804,51
387,84636,4690,51769,3512,4788,1647,2807,50
388,84291,6739,51980,3512,4795,1647,2806,50
389,85237,10645,48439,3512,4760,1647,2808,52
390,84291,10602,50942,3512,4812,1647,2806,52
391,84875,11329,51727,3512,4773,1647,2808,51
392,85015,9276,50573,3512,4846,1647,2891,49
393,84291,8532,52663,3512,4827,1647,2888,51
394,85703,8435,50762,2041,4840,1647,2852,46
395,84875,11439,49297,3512,4846,1647,2854,47
396,85015,10234,51528,3512,4804,1647,2853,48
397,84291,7865,48671,3512,4838,1647,2854,48
398,84503,8482,51258,3512,4847,1647,2853,47
399,84513,8638,50365,3512,4826,1647,2852,47
400,84530,8083,49680,3512,4828,1647,2853,47
401,84291,10681,51232,3512,4835,1647,2852,48
402,84513,10553,51473,3512,4795,1647,2853,48
403,84291,9857,52593,3512,4829,1647,2851,47
404,84636,12065,53158,3512,4793,1647,2710,48
405,84270,7345,51260,2207,4758,1647,2731,48
406,84291,11712,53073,3512,4781,1647,2731,47
407,84773,15364,50759,3512,4778,1647,2730,47
408,84752,8141,49415,3512,4776,1647,2732,47
409,84291,9008,47554,3512,4777,1647,2730,46
410,84291,6396,47914,3512,4769,1647,2728,45
411,84546,9355,48961,2041,4805,1647,2852,48
412,84636,9319,47225,3512,4834,1647,2853,47
413,84291,9765,48771,3512,4801,1647,2853,46
414,84291,10281,50546,3512,4817,1647,2852,47
415,84268,10469,51625,2207,4795,1647,2852,48
416,85015,8935,50869,3512,4809,1647,2851,46
417,85253,9353,54055,3096,4813,1647,2852,47
418,84636,7843,50124,3512,4797,1647,2851,47
419,85703,9053,49101,2041,4826,1647,2854,47
420,84281,7363,49224,3512,4826,1647,2856,47
421,84291,8151,50484,3512,4792,1647,2852,48
422,85015,9156,50334,3512,4806,1647,2852,45
423,85005,7295,48901,3512,4819,1647,2853,47
424,84636,9294,52712,3512,4793,1647,2850,48
425,84291,9172,50954,3512,4775,1647,2741,51
426,84636,13307,52555,3512,4770,1647,2741,51
427,84636,8635,49254,3512,4812,1647,2742,49
428,84875,9082,51921,3512,4786,1647,2742,52
429,84978,7049,50948,3512,4789,1647,2758,52
430,84291,8999,49177,3512,4771,1647,2759,50
431,84530,6894,50381,3512,4772,1647,2758,49
432,84291,7262,48138,3512,4785,1647,2761,50
433,85015,8932,50061,3512,4791,1647,2769,55
434,84875,10352,50414,3512,4774,1647,2770,54
435,86460,7203,48446,2041,4787,1647,2769,55
436,85015,10589,52904,3512,4793,1647,2770,55
437,84855,11290,51800,3512,4783,1647,2770,55
438,84151,11287,50477,3512,4773,1647,2770,56
439,84636,8323,49676,3512,4772,1647,2784,60
440,85360,8386,54080,3512,4798,1647,2871,54
441,84291,11917,48809,3512,4761,1647,2766,56
442,85015,7016,51876,3512,4774,1647,2770,55
443,84270,13317,50721,2207,4799,1647,2772,54
444,84291,9901,53211,3512,4754,1647,2777,56
445,84858,5260,48782,3512,4773,1647,2773,55
446,84513,9456,50671,3512,4767,1647,2773,56
447,85360,10282,50164,3512,4760,1647,2775,56
448,84291,8028,52305,3512,4778,1647,2772,56
449,84291,11283,48505,3512,4793,1647,2777,56
450,84270,10354,50976,2207,4786,1647,2774,56
451,84291,9136,50955,3512,4742,1647,2769,54
452,84291,6551,52408,3512,4813,1647,2768,56
453,84513,7748,49673,3512,4769,1647,2770,55
454,84291,7912,52969,3512,4743,1647,2767,56
455,84291,9141,53368,3512,4780,1647,2769,55
456,84636,8411,51059,3512,4765,1647,2769,56
457,85237,7913,49104,3512,4763,1647,2768,56
458,83949,7650,46563,3512,4797,1647,2768,56
459,84291,7019,49271,3512,4790,1647,2769,56
460,84513,9644,51095,3512,4800,1647,2768,54
461,84268,8455,51791,2207,4793,1647,2772,56
462,85015,8305,52945,3512,4784,1647,2769,54
463,85237,6997,45859,3512,4766,1647,2769,55
464,84636,7175,50993,3512,4767,1647,2769,55
465,84636,10220,49556,3512,4766,1647,2767,56
466,84291,7972,51303,3512,4776,1647,2768,52
467,84636,8691,51212,3512,4793,1647,2770,56
468,85360,8835,49727,3512,4776,1647,2768,53
469,84636,9514,52517,3512,4779,1647,2778,59
470,85015,9568,51138,3512,4775,1647,2777,60
471,85015,6900,50950,3512,4785,1647,2777,59
472,84513,5115,52182,3512,4786,1647,2878,59
473,84636,9902,51756,3512,4774,1647,2880,60
474,84291,12383,53642,3512,4790,1647,2880,59
475,85237,7257,48057,3512,4791,1647,2879,58
476,84291,8172,50310,3512,4785,1647,2882,59
477,85015,9924,52022,3512,4797,1647,2881,58
478,85015,11711,51761,3512,4798,1647,2882,60
479,85237,12371,52915,3512,4802,1647,2882,58
480,85360,12067,51088,3512,4775,1647,2882,59
481,84703,8362,48764,3096,4783,1647,2879,58
482,84291,11365,53286,3512,4823,1647,2880,59
483,85015,9743,53708,3512,4803,1647,2882,59
484,84291,8755,51233,3512,4796,1647,2883,60
485,84291,9323,47342,3512,5372,1647,2913,63
486,85015,8525,54126,3512,5371,1647,2909,62
487,85015,10598,50674,3512,5346,1647,2907,63
488,85577,11129,53840,3096,5369,1647,2909,64
489,86115,7644,48908,2041,5357,1647,2910,62
490,85015,9366,51572,3512,5396,1647,2909,64
491,84530,8836,50276,3512,5406,1647,2910,63
492,85237,8355,50028,3512,5359,1647,2912,61
493,84291,7103,52022,3512,5379,1647,2909,64
494,85357,7120,52887,3512,5341,1647,2909,64
495,83913,8185,49982,4266,5364,1647,2908,64
496,84291,12159,50565,3512,5364,1647,2910,63
497,84327,8011,51232,4266,5370,1647,2911,63
498,84291,8457,51183,3512,5339,1647,2909,62
499,85015,10050,52296,3512,4766,1647,2786,60
500,84291,8074,51916,3512,4760,1647,2782,60
501,84327,9297,51312,4266,4743,1647,2816,55
502,84327,7264,52375,4266,4771,1647,2816,56
503,85015,8250,48692,3512,4791,1647,2825,60
504,85360,7483,48398,3512,4789,1647,2826,58
505,86460,9265,50177,2041,4812,1647,2828,59
506,84291,8655,50638,3512,4762,1647,2823,58
507,85015,10817,51697,3512,4773,1647,2827,59
508,85015,5151,49537,3512,4767,1647,2823,58
509,85360,6705,48820,3512,4799,1647,2825,59
510,84551,8552,51850,3512,4776,1647,2825,60
511,86115,7384,49606,2041,4759,1647,2827,59
512,85015,6821,50515,3512,4761,1647,2824,58
513,84327,7948,50422,4266,4767,1647,2826,59
514,84530,6059,49028,3512,4764,1647,2826,60
515,84520,7310,48857,3512,4788,1647,2822,58
516,84291,6912,50967,3512,4812,1647,2827,60
517,85703,7870,48489,2041,4742,1647,2825,59
518,85015,8070,49092,3512,4773,1647,2826,60
519,85360,8264,50325,3512,4773,1647,2826,60
520,84327,3545,52221,4266,4769,1647,2823,60
521,84530,6425,47782,3512,4758,1647,2824,58
522,84291,9112,48391,3512,4784,1647,2824,58
523,84636,10703,48703,3512,4774,1647,2827,58
524,84268,9623,49055,2207,4771,1647,2825,59
525,85015,11157,47396,3512,4809,1647,2828,59
526,84291,8941,52584,3512,4773,1647,2829,59
527,84327,10792,54365,4266,4777,1647,2818,59
528,84327,8814,49781,4266,4794,1647,2820,60
529,85360,10748,48842,3512,4776,1647,2821,59
530,86460,10974,51493,2041,4790,1647,2824,60
531,84291,8837,50594,3512,4789,1647,2822,57
532,85015,11266,53099,3512,4776,1647,2827,59
533,85360,8951,52550,3512,4773,1647,2823,60
534,84636,11285,51214,3512,4771,1647,2825,60
535,84291,7507,50771,3512,4782,1647,2824,59
536,84291,12788,51021,3512,4761,1647,2824,58
537,84291,11743,51983,3512,4770,1647,2824,60
538,84327,12246,52947,4266,4785,1647,2824,60
539,85015,7970,49882,3512,4776,1647,2822,60
540,84513,10636,52217,3512,4775,1647,2825,58
541,84858,8726,48015,3512,4783,1647,2823,60
542,84291,7479,51125,3512,4782,1647,2823,59
543,84636,8428,50304,3512,4772,1647,2827,60
544,85015,9345,49298,3512,4785,1647,2823,58
545,85005,7270,48920,3512,4780,1647,2826,59
546,84291,7003,51546,3512,4783,1647,2826,60
547,84636,10666,52235,3512,4782,1647,2826,58
548,84974,12574,52772,2041,4792,1647,2825,60
549,85227,5035,50664,3512,4769,1647,2823,58
550,84327,9077,52627,4266,4775,1647,2822,60
551,84291,9114,50274,3512,4786,1647,2823,59
552,84773,10874,48197,3512,4810,1647,2823,60
553,84291,11766,50982,3512,4779,1647,2821,59
554,84291,9942,51917,3512,4775,1647,2824,60
555,85015,8793,50264,3512,4789,1647,2823,58
556,84291,9619,50548,3512,4781,1647,2825,60
557,84327,7127,47167,4266,4739,1647,2822,59
558,84291,7587,50033,3512,4773,1647,2827,59
559,85015,7312,47246,3512,4784,1647,2822,58
560,84281,7832,51090,3512,4760,1647,2824,60
561,84291,7909,49552,3512,4752,1647,2823,59
562,84281,11180,49250,3512,4748,1647,2850,63
563,84636,8956,47251,3512,4784,1647,2851,64
