Generation ID,Maximum Fitness,Minimum Fitness,Average Fitness,Champion Complexity,Maximum Complexity,Minimum Complexity,Average Complexity,Number of Species
53,82623,6148,46955,192,292,160,214,26
54,82704,488,48261,192,293,160,212,25
55,83124,6861,47491,192,295,160,212,26
56,83530,5298,40307,206,290,160,217,25
57,82623,6891,43419,192,293,160,217,27
58,82217,5404,40085,192,291,160,218,28
59,82623,6570,39078,192,297,160,218,28
60,83124,7618,42202,192,291,160,218,28
61,82623,5809,43292,192,290,160,217,27
62,83124,3574,39395,192,290,160,216,26
63,83124,6985,44097,192,293,160,216,26
64,82609,2549,45945,192,310,160,219,24
65,83530,6253,44378,206,321,160,219,23
66,83124,7123,43390,192,303,160,219,24
67,82623,7187,49701,192,318,160,222,23
68,82609,6677,41708,192,317,160,224,23
69,82623,5790,46224,192,312,160,223,26
70,82623,6940,46809,192,316,160,223,24
71,83124,7626,47068,192,322,160,224,26
72,83530,4502,46083,206,340,160,238,24
73,83124,3176,48194,192,350,160,238,25
74,82718,4502,51618,192,349,175,247,26
75,82718,6873,47773,192,358,175,248,24
76,83110,7427,46203,192,360,176,250,24
77,83124,8858,46845,192,368,176,252,24
78,83530,4596,45346,206,359,176,251,25
79,83124,6771,45553,192,358,176,251,27
80,83110,6963,49738,192,378,176,252,27
81,83145,6344,50407,341,377,176,252,27
82,83145,7341,49089,341,382,176,253,28
83,83530,6747,44620,206,375,176,254,29
84,83145,7155,49373,341,357,176,246,26
85,83145,7264,46573,341,356,176,246,24
86,83145,7413,46090,341,366,176,247,26
87,83145,6725,49886,341,365,176,249,27
88,83145,6852,44919,341,362,176,249,25
89,83145,4269,47869,341,360,176,248,25
90,83145,6923,46430,341,364,176,249,24
91,83145,3119,47317,341,360,176,249,24
92,83954,6927,48703,215,361,176,250,26
93,83743,6929,48597,215,370,176,248,27
94,83145,7475,46817,341,358,176,255,26
95,83145,4848,54681,341,360,176,254,25
96,83145,6897,47087,341,368,176,255,28
97,83145,6538,49088,341,365,191,258,25
98,83145,6955,48220,341,366,191,259,27
99,83145,7399,50792,341,366,191,254,28
100,83145,6719,49795,341,372,191,255,25
101,83468,7101,48972,215,359,191,261,24
102,83359,3984,47375,215,363,191,261,26
103,83145,7141,50786,341,362,191,260,24
104,83145,4432,48761,341,360,191,260,25
105,83145,4950,49548,341,363,191,260,25
106,83145,3467,46816,341,363,191,261,28
107,83145,6905,46125,341,359,191,260,26
108,83217,6635,53597,343,366,191,260,25
109,84083,5482,49887,240,363,191,261,28
110,83359,4811,50788,215,361,191,262,25
111,83327,6802,50755,215,361,191,262,26
112,83217,7433,52763,343,364,191,261,24
113,83257,3009,51715,357,363,191,261,25
114,83145,6369,46574,341,374,191,268,26
115,83145,4624,54008,341,383,191,268,30
116,83743,3841,48860,215,380,191,267,27
117,83145,3428,51291,341,381,191,268,28
118,83145,5226,48350,341,374,191,268,27
119,83145,4174,45523,341,391,191,269,28
120,83145,6532,49694,341,373,191,268,28
121,83258,7359,45949,357,377,191,268,29
122,83145,6465,49266,341,382,191,268,27
123,84176,5613,47978,215,380,191,269,28
124,83145,4818,45597,341,377,191,268,28
125,83145,5293,43242,341,376,191,269,28
126,84176,4950,49126,215,381,191,268,28
127,83145,7217,50654,341,379,191,268,27
128,83584,4157,48649,302,366,191,267,26
129,83584,6708,52628,302,365,191,265,27
130,83584,5279,49467,302,361,191,266,26
131,83584,7367,49022,302,362,191,268,27
132,83584,6345,51465,302,363,191,273,26
133,83584,6791,55867,302,371,191,275,29
134,83584,8868,51015,302,367,191,275,28
135,83584,4917,52252,302,367,191,272,27
136,83584,6605,49030,302,370,191,272,28
137,83584,7229,51516,302,365,191,271,26
138,83584,6834,48387,302,370,191,272,27
139,83584,5845,52391,302,373,191,271,29
140,83584,5226,54624,302,375,191,272,28
141,83584,6653,52887,302,397,203,281,25
142,83584,7121,48925,302,395,203,281,27
143,83584,4176,54509,302,400,203,282,26
144,83584,7315,50593,302,405,203,290,27
145,83584,6753,52488,302,399,203,290,27
146,83584,6683,52393,302,415,203,291,28
147,83584,7438,50465,302,420,203,292,28
148,84176,7195,54743,215,414,203,291,29
149,83584,7830,52826,302,418,203,298,26
150,83584,4205,48576,302,420,203,298,31
151,83584,6606,47845,302,419,203,298,28
152,83904,7085,48927,215,418,203,297,27
153,83584,5550,50703,302,419,203,297,27
154,83584,6488,50459,302,423,203,298,28
155,83689,7310,50282,354,424,203,297,29
156,83689,6756,44718,354,416,203,303,29
157,83584,6622,52970,302,419,203,303,28
158,83584,7070,51416,302,421,203,302,29
159,84767,6520,53292,313,418,203,301,30
160,84767,7250,49738,313,419,203,306,31
161,84767,7011,48786,313,427,203,306,29
162,83834,7011,49201,354,421,203,305,28
163,84767,4534,48921,313,426,203,306,31
164,83834,6620,49420,354,414,203,302,26
165,84938,6549,46684,354,419,203,304,29
166,84767,7405,51351,313,425,203,304,28
167,83689,4855,49866,354,427,203,304,27
168,83689,1895,45651,354,420,203,304,27
169,83591,3987,47450,313,417,203,303,29
170,83689,6663,48980,354,424,203,309,28
171,84767,5143,51472,313,422,203,308,26
172,83591,202,47394,313,419,203,308,26
173,84508,6851,53444,369,419,203,315,23
174,83591,3037,54651,313,418,203,315,25
175,84767,6555,52134,313,418,203,315,25
176,85442,6763,52684,367,426,203,314,26
177,85855,6777,51859,367,425,203,316,25
178,85730,7832,53155,367,423,203,317,24
179,85730,4398,52347,367,442,203,317,26
180,85730,6682,52387,367,442,203,319,23
181,85730,7558,55759,367,442,203,319,24
182,85730,4485,56128,367,444,203,320,23
183,85730,6506,50463,367,438,203,316,27
184,85363,7630,50515,367,467,203,318,27
185,85730,7571,55963,367,472,203,318,25
186,85651,7954,51681,367,467,203,319,26
187,85730,7219,48826,367,470,203,320,27
188,85442,2687,50841,367,466,203,319,27
189,85442,6328,49653,367,468,203,322,28
190,85730,7226,50371,367,466,203,322,25
191,85730,6787,46056,367,475,203,322,28
192,85730,7207,53502,367,476,203,322,28
193,85730,7046,49130,367,465,203,321,27
194,85730,6649,48591,367,471,203,321,28
195,85442,7283,51042,367,465,203,321,26
196,85855,7299,55675,367,472,203,322,27
197,85730,2898,48788,367,465,203,322,28
198,85363,1165,52886,367,470,203,322,29
199,85442,3710,50122,367,482,203,322,26
200,85730,7155,53403,367,464,203,325,28
201,85730,7091,49037,367,469,203,325,29
202,85730,6138,46749,367,473,203,334,27
203,85730,3545,46604,367,464,203,334,24
204,85730,7468,47409,367,465,203,334,27
205,85730,7211,51467,367,490,203,337,25
206,85363,4617,53994,367,489,203,337,25
207,85730,4384,48556,367,489,203,337,27
208,85442,7251,49664,367,499,203,338,29
209,85730,6979,49954,367,489,203,337,26
210,85730,1715,49696,367,495,203,341,27
211,85730,5188,49459,367,490,203,340,28
212,85442,1,51133,367,487,203,341,28
213,85730,7939,53404,367,488,203,341,31
214,85442,7046,49709,367,490,203,341,26
215,85730,4421,47704,367,492,203,340,25
216,85442,3101,47773,367,490,203,341,27
217,85730,5097,47628,367,491,203,342,27
218,85730,6909,50197,367,500,203,343,30
219,85466,3175,49986,317,495,203,342,28
220,85466,7711,50511,317,495,203,342,27
221,85442,4655,50458,367,499,203,342,28
222,85730,1410,51150,367,501,203,343,29
223,85730,7418,46653,367,500,203,342,28
224,85442,8179,50873,367,500,203,343,27
225,85651,7203,51094,367,494,203,343,29
226,85730,3142,45001,367,500,203,342,27
227,85730,785,48277,367,498,203,343,26
228,85466,7027,47827,317,495,203,343,28
229,85730,6567,49095,367,498,203,343,28
230,85466,5198,47480,317,500,203,343,29
231,85466,7499,51102,317,493,203,344,28
232,85730,1551,52771,367,494,203,344,28
233,85442,7102,50828,367,505,203,345,28
234,85466,1525,50750,317,502,203,335,27
235,85442,6771,53132,367,497,203,334,28
236,85730,3567,47879,367,499,203,335,25
237,85730,4282,45573,367,496,203,336,31
238,85651,2809,50545,367,497,203,336,26
239,85466,987,51098,317,495,203,336,30
240,85730,414,51142,367,527,203,351,29
241,85730,457,48907,367,527,203,351,32
242,85466,7267,44983,317,563,203,358,26
243,85466,6923,53100,317,562,203,359,25
244,85442,7163,49645,367,559,203,359,28
245,85730,7328,49438,367,525,203,342,26
246,85442,7480,47917,367,527,203,342,25
247,85728,2799,49009,429,531,203,343,26
248,85730,7014,54139,367,531,203,343,24
249,85728,7402,49495,429,520,203,342,25
250,85728,6611,54891,429,527,203,343,29
251,85730,872,53446,367,522,203,343,26
252,85730,5987,51740,367,522,203,343,28
253,85728,7404,50093,429,526,203,343,25
254,85730,7395,52029,367,523,203,343,26
255,85728,6605,51826,429,527,203,342,25
256,85728,6713,52722,429,518,203,343,28
257,85730,1954,52350,367,531,203,343,25
258,85728,3874,45650,429,524,203,344,27
259,85728,5982,53578,429,533,203,344,26
260,85728,94,51788,429,492,203,335,25
261,85730,1062,47850,367,504,203,335,29
262,85730,7855,47463,367,506,203,336,26
263,85730,6590,51683,367,491,203,334,26
264,86245,819,50251,390,489,203,335,27
265,86254,2860,51854,390,498,203,336,28
266,85728,6856,49567,429,495,203,336,26
267,85728,7167,48275,429,506,203,336,26
268,85728,6910,53626,429,500,203,336,28
269,85730,2271,53958,367,497,203,335,26
270,86834,7787,53892,390,500,203,336,29
271,86254,5954,54582,390,498,203,336,26
272,85730,4114,49503,367,500,203,336,27
273,85730,6580,50951,367,502,203,337,27
274,85728,4666,51335,429,510,203,336,28
275,85730,7679,54125,367,499,203,335,25
276,85730,444,50307,367,495,203,336,25
277,85730,6995,54564,367,509,203,336,30
278,85728,7110,56634,429,502,203,336,26
279,85728,7635,48783,429,497,203,336,27
280,85728,7353,48451,429,497,203,336,27
281,85728,3154,51518,429,501,203,336,27
282,85728,7696,55451,429,503,203,341,25
283,85730,1,49138,367,542,203,344,27
284,85728,7539,51083,429,547,203,344,27
285,85730,6761,48793,367,546,203,344,28
286,85730,6890,51500,367,537,203,344,30
287,85730,3299,50327,367,540,203,344,26
288,86301,3046,51270,390,533,203,344,28
289,85728,6880,53586,429,539,203,345,29
290,85730,800,49893,367,539,203,344,27
291,85730,7098,50340,367,522,203,343,29
292,85730,3013,54625,367,507,203,335,27
293,85728,37,53193,429,495,203,335,29
294,85730,4188,48862,367,496,203,335,29
295,85728,2031,50285,429,500,203,339,26
296,85730,7360,48649,367,492,203,339,25
297,85730,6096,53626,367,491,203,339,27
298,85730,7885,55817,367,496,203,339,28
299,85730,6901,49419,367,501,203,339,27
300,85730,800,49092,367,501,203,339,28
301,85728,1378,49590,429,494,203,339,25
302,85728,2422,52252,429,501,203,338,28
303,85730,5308,53122,367,496,203,339,29
304,85730,7239,54004,367,503,203,339,28
305,85730,7574,51423,367,494,203,351,29
306,86301,881,51509,390,505,203,351,29
307,85728,7115,52979,429,503,203,352,27
308,85728,2623,45736,429,494,203,352,28
309,85730,4512,50628,367,505,203,352,28
310,85730,6963,52749,367,494,203,352,27
311,85730,6595,54298,367,504,203,359,32
312,85730,901,48243,367,493,203,359,31
313,85728,7410,53311,429,502,203,360,31
314,85855,847,51915,367,505,203,359,27
315,85730,6990,54029,367,496,203,359,27
316,85730,3565,51022,367,512,203,360,31
317,85730,1874,53459,367,518,203,360,32
318,85730,5196,51731,367,509,203,360,29
319,85730,2481,50830,367,516,203,360,28
320,85730,1302,49690,367,519,203,369,31
321,85728,3588,51996,429,522,203,376,30
322,85730,2923,48057,367,519,203,375,28
323,85730,971,47668,367,530,203,376,30
324,85728,3852,51284,429,560,203,377,29
325,85728,1785,53594,429,535,203,376,28
326,85730,6264,49895,367,528,203,374,28
327,85730,3136,47339,367,526,203,374,28
328,85730,5924,50329,367,525,203,373,31
329,85730,5608,49605,367,530,203,373,29
330,85728,2976,51353,429,524,203,373,29
331,85730,939,50200,367,534,203,374,29
332,85730,5894,53694,367,528,221,375,29
333,85730,6653,49251,367,535,221,375,29
334,85728,1,49275,429,526,221,375,26
335,85730,7275,47414,367,528,221,376,26
336,85730,2248,48148,367,532,221,376,27
337,85730,7203,51917,367,528,221,377,27
338,85728,236,47879,429,524,221,376,26
339,85728,3155,50126,429,522,221,377,28
340,85730,6791,54243,367,530,221,377,26
341,85730,848,51534,367,534,221,377,27
342,85728,928,50360,429,533,221,378,30
343,85730,6583,55693,367,530,221,377,26
344,85728,5665,51864,429,526,221,377,25
345,85730,7237,50816,367,530,221,377,26
346,85730,5015,56385,367,524,221,377,29
347,85730,4483,52474,367,524,221,377,27
348,85728,7444,51564,429,526,221,377,27
349,85728,838,53611,429,530,221,378,28
350,85728,3236,53626,429,528,221,378,28
351,85730,1802,55259,367,532,221,377,31
352,85730,6070,51092,367,555,221,395,29
353,85730,3964,53968,367,547,221,396,29
354,85911,2689,58558,452,554,221,394,32
355,85832,1106,51673,522,555,221,394,30
356,85832,957,49877,522,555,221,393,31
357,85832,1154,53143,522,553,221,394,31
358,85832,3023,53312,522,553,221,393,30
359,86143,1,53372,367,556,221,393,30
360,85730,1,53327,367,557,221,394,32
361,85832,8261,53644,522,556,221,394,33
362,85832,3817,51289,522,555,221,394,30
363,85832,4686,52268,522,588,221,409,31
364,85728,2425,56690,429,558,221,393,29
365,85730,5017,54732,367,551,221,393,30
366,85911,4109,54873,452,548,221,392,28
367,85728,6131,53979,429,559,221,393,30
368,85911,3331,54681,452,557,221,403,29
369,85730,4075,53748,367,559,221,402,33
370,85832,3570,50015,522,554,221,402,30
371,85832,3042,50192,522,552,221,402,29
372,85730,2415,55167,367,551,221,402,29
373,85832,7491,51151,522,575,221,409,31
374,85832,3804,54919,522,582,221,409,32
375,85730,1,50273,367,616,221,410,33
376,85728,7103,48194,429,611,221,411,30
377,85730,2556,52351,367,615,221,412,35
378,85728,7173,51077,429,550,221,402,30
379,85730,7306,56779,367,552,221,402,29
380,85832,1717,50520,522,557,221,402,30
381,85832,8003,52435,522,551,221,401,30
382,85911,4546,53129,452,561,221,403,32
383,85728,5714,53167,429,555,221,402,30
384,85728,3857,51910,429,554,221,403,31
385,85728,6915,55910,429,556,221,403,33
386,85911,3748,49384,452,583,221,403,34
387,85730,1062,49197,367,577,221,403,33
388,85911,6857,56957,452,577,221,403,33
389,86143,800,54552,367,579,221,403,35
390,85728,7573,51792,429,580,221,403,32
391,85730,7418,57584,367,582,221,402,32
392,85730,7281,54247,367,578,221,402,31
393,86384,4454,52889,478,583,221,403,32
394,85911,1862,50710,452,583,221,403,33
395,85911,7758,54309,452,582,221,402,29
396,85730,800,53554,367,578,221,403,33
397,85728,3183,53668,429,581,221,403,34
398,85728,728,48910,429,558,221,402,34
399,85730,4983,54443,367,556,221,402,31
400,85730,800,53022,367,557,221,401,32
401,85730,3935,53953,367,554,221,402,32
402,85730,6541,51180,367,554,221,402,32
403,85911,7155,58348,452,555,221,402,30
404,85730,6181,48531,367,558,221,403,33
405,85728,7395,55726,429,555,221,403,33
406,85911,794,52225,452,551,221,401,31
407,85730,7395,53959,367,555,221,401,31
408,85730,7091,55965,367,559,221,401,30
409,85730,3010,52881,367,553,221,401,31
410,85730,4515,52601,367,557,221,400,30
411,85730,2290,56698,367,555,221,400,32
412,86384,5685,52991,478,554,221,400,30
413,85730,6765,58936,367,557,221,409,31
414,85730,4467,58336,367,552,221,410,30
415,85730,4974,54988,367,574,221,417,31
416,85911,4462,55415,424,583,221,417,28
417,85911,3822,52189,424,563,221,416,29
418,85911,4434,56669,424,587,221,424,33
419,85911,2348,49492,424,583,221,427,28
420,85911,6934,51910,424,577,221,428,28
421,85911,1299,53482,424,589,221,429,33
422,85951,908,55921,386,578,221,427,30
423,85911,758,48582,424,588,221,427,30
424,85917,932,54659,549,577,221,427,32
425,85911,7074,57703,452,575,221,427,32
426,85911,7434,61879,424,573,221,427,30
427,85911,2481,53423,424,579,221,427,30
428,85911,1016,50329,452,589,221,422,32
429,85911,7395,57623,424,580,221,422,29
430,85911,6420,58451,424,589,221,422,32
431,85911,4349,58825,424,582,221,423,33
432,85911,2391,50044,424,578,221,415,30
433,86384,880,52423,478,586,221,416,31
434,85911,6793,52541,424,580,221,416,32
435,85911,844,58180,424,617,221,425,31
436,85951,6977,51357,386,611,221,425,31
437,85911,7468,56063,424,585,221,417,31
438,85911,5655,53192,424,627,221,425,36
439,85951,4575,54835,386,630,221,426,32
440,85911,896,55012,424,626,221,426,32
441,86384,7933,56209,478,587,221,418,33
442,85911,1099,51976,424,621,221,425,32
443,85911,3069,52064,424,612,221,424,32
444,85911,7379,54663,424,582,221,416,29
445,85911,7660,55819,452,579,221,416,31
446,85911,6696,49471,424,574,221,416,32
447,85951,7719,54422,386,579,221,416,32
448,85951,4513,58732,386,583,221,416,31
449,85911,7222,59584,424,578,221,416,33
450,85911,1543,58561,424,613,221,421,30
451,85911,7411,52937,424,602,221,420,31
452,86616,6946,57112,401,601,221,419,32
453,86944,6911,56299,401,629,221,431,29
454,86944,1725,53550,401,634,221,431,28
455,86504,7200,55751,401,630,221,431,31
456,86944,4561,54566,401,626,221,431,29
457,86944,6755,50176,401,632,221,430,30
458,86832,412,56104,401,627,221,431,30
459,86944,873,55516,401,625,221,430,30
460,86832,6647,50449,401,625,221,431,31
461,86618,2782,54918,401,625,221,430,30
462,85911,1725,54587,424,629,221,431,30
463,86504,1,56226,401,625,221,431,30
464,86832,6199,52938,401,625,221,430,30
465,86384,7099,56549,478,644,221,436,28
466,86519,7347,52665,401,628,221,436,31
467,86944,6706,51753,401,622,225,452,29
468,86944,6138,51390,401,624,225,452,28
469,86616,965,56491,401,623,225,452,29
470,86616,4798,54416,401,634,225,452,30
471,86616,6083,57393,401,635,225,452,29
472,86504,529,57811,401,628,225,452,30
473,86944,4660,58341,401,624,225,452,31
474,86616,800,54814,401,630,225,453,31
475,86944,6981,58256,401,632,225,451,31
476,86944,7759,52884,401,633,225,451,30
477,86832,7210,56630,401,630,225,451,28
478,86944,6762,57432,401,627,225,451,31
479,87270,3036,56300,401,635,225,459,29
480,85911,2834,50689,424,626,225,458,30
481,86616,6539,52962,401,626,225,458,29
482,86944,7661,56106,401,632,225,459,31
483,86616,770,56314,401,631,225,459,31
484,86944,5978,54837,401,632,225,458,31
485,86011,7175,57429,401,627,225,464,32
486,85951,4081,56286,386,634,225,464,32
487,86944,4467,57789,401,628,225,465,33
488,86944,5680,55651,401,628,225,464,30
489,86944,7779,55619,401,629,225,464,30
490,86011,949,55542,401,623,225,464,32
491,86944,6670,56736,401,635,225,465,33
492,86944,1521,53629,401,630,225,464,31
493,86944,1858,55386,401,626,225,465,31
494,86944,1513,54880,401,626,225,465,33
495,86944,7260,53172,401,623,225,465,34
496,86337,7663,53440,401,630,225,457,33
497,86832,6666,54909,401,631,225,457,32
498,85911,6968,56047,424,631,225,458,32
499,87270,7317,52085,401,624,225,458,34
500,86832,4946,57101,401,626,225,457,31
501,86011,6615,54576,401,630,225,457,30
502,86944,8729,56960,401,632,225,457,29
503,86944,3487,53130,401,626,225,457,31
504,86832,7221,59550,401,621,225,457,30
505,86944,6085,57676,401,639,225,458,31
506,86944,7075,55955,401,635,225,473,29
507,86944,7208,52463,401,632,225,473,31
508,87270,7122,48011,401,624,225,473,29
509,86616,6349,54889,401,624,225,473,29
510,86832,7443,57616,401,628,225,472,30
511,86616,5886,55750,401,621,225,472,29
512,86944,6919,52522,401,629,225,473,30
513,86504,7219,51812,401,624,225,474,31
514,86944,3789,55459,401,627,302,492,29
515,86616,20,51149,401,627,302,492,31
516,86832,5659,54756,401,634,302,486,29
517,86944,7161,54733,401,626,302,485,28
518,86944,5770,55093,401,628,302,485,31
519,86944,3925,56452,401,661,302,486,31
520,86944,7114,51273,401,654,302,487,32
521,85911,175,60828,424,648,302,487,32
522,86944,800,53759,401,656,302,486,32
523,86944,6276,55721,401,663,302,487,30
524,86944,5627,52050,401,655,302,481,29
525,86240,6841,56926,446,658,302,490,31
526,86832,7346,55517,401,656,302,489,33
527,86944,7544,55087,401,657,302,491,32
528,86832,7247,56075,401,660,302,498,30
529,86944,7050,57319,401,657,302,498,29
530,85911,4993,55684,424,653,302,498,30
531,86616,7812,53159,401,656,302,499,30
532,86944,7324,53738,401,658,302,499,30
533,86832,7955,56402,401,658,302,499,30
534,86832,7261,54511,401,660,302,490,28
535,86616,7827,56250,401,655,302,490,30
536,86944,986,56640,401,653,302,490,28
537,86944,7002,57828,401,658,302,490,28
538,86616,194,49926,401,654,302,490,28
539,86944,5213,52477,401,662,302,490,28
540,86616,8019,56094,401,657,302,494,32
541,86944,6578,56225,401,650,302,493,29
542,86832,9152,60091,401,657,302,496,30
543,86944,2411,51259,401,650,302,496,32
544,86618,7182,53434,401,667,302,504,29
545,86506,7555,55466,401,689,302,505,32
546,86832,5267,53875,401,687,302,504,30
547,85911,6268,59423,424,677,317,517,28
548,86832,4889,55835,401,690,317,517,31
549,86944,493,57110,401,681,317,516,32
550,86616,7699,55218,401,678,317,516,29
551,86944,7523,58198,401,681,317,517,29
552,86832,7219,56103,401,677,317,518,29
553,86944,7187,55403,401,683,317,517,30
554,86944,7050,56528,401,686,317,517,31
555,86944,6088,51224,401,681,317,518,29
556,88102,2432,57257,545,679,317,517,31
557,88102,6435,58104,545,678,317,517,29
558,88102,7059,58866,545,682,317,516,31
559,88102,1487,56510,545,679,317,516,29
560,88102,6135,58564,545,677,317,520,30
561,88102,6476,58978,545,682,317,519,29
562,88107,6871,53795,545,732,317,528,29
563,88102,7753,59906,545,732,317,529,30
564,88102,7537,54259,545,739,317,529,28
565,88102,7711,55603,545,723,317,528,27
566,88107,4594,61993,545,734,317,529,29
567,88102,5878,51478,545,722,317,528,27
568,88102,2685,54710,545,723,317,529,28
569,88102,6752,53291,545,727,317,519,31
570,88102,7718,54166,545,732,317,518,29
571,88102,7814,56322,545,724,317,518,30
572,88107,3135,58746,545,723,317,517,30
573,88102,6667,57441,545,723,317,522,31
574,88102,8465,61383,545,723,317,526,32
575,88102,7683,55542,545,719,317,519,33
576,86790,8030,54076,545,715,317,520,30
577,88102,4171,59106,545,713,317,520,31
578,88102,5807,51452,545,724,317,520,33
579,88102,6647,60546,545,713,317,520,34
580,88102,4232,62652,545,719,317,520,34
581,88107,7384,57132,545,723,317,521,33
582,88102,8147,62435,545,718,317,520,32
583,88102,7573,58387,545,719,317,519,29
584,86944,5954,58548,401,721,317,521,33
585,88102,7763,58604,545,720,317,520,30
586,88102,5422,59193,545,717,317,520,31
587,88102,8049,56557,545,727,317,521,34
588,88102,6615,59130,545,724,317,520,33
589,88102,6942,54813,545,714,317,521,31
590,88102,7729,56765,545,721,317,519,30
591,88102,7663,54925,545,724,317,520,32
592,88102,7907,53436,545,719,317,521,31
593,88102,7123,62301,545,714,317,520,32
594,88102,7603,58924,545,720,317,520,30
595,88102,5197,54148,545,722,317,522,32
596,88107,1302,59424,545,716,317,523,35
597,88102,968,56476,545,713,317,522,33
598,88102,5872,56297,545,714,317,523,33
599,88102,7140,56344,545,728,317,523,32
600,88102,6739,55101,545,717,317,522,30
601,88102,8545,56422,545,719,317,523,31
602,88107,7591,58783,545,722,317,523,30
603,88102,7247,57368,545,719,317,526,28
604,88102,7507,55298,545,726,317,538,29
605,88102,7577,60037,545,729,317,538,30
606,88102,7428,55224,545,729,317,538,30
607,88102,7132,55014,545,724,317,538,32
608,88102,5806,54321,545,726,317,538,33
609,88102,3347,54863,545,727,317,537,29
610,88102,7210,53333,545,724,317,538,31
611,86852,6599,57890,449,724,317,538,29
612,88102,3834,54309,545,757,317,540,32
613,88102,6985,53338,545,762,317,539,30
614,88102,7618,57897,545,760,317,540,30
615,88102,7865,57303,545,757,317,540,31
616,88102,8339,58411,545,747,317,540,32
617,88102,1895,58469,545,761,317,540,30
618,86942,5542,54135,401,728,317,534,32
619,86944,7104,59229,401,722,317,533,29
620,88102,7696,58864,545,719,317,533,32
621,88102,8424,63855,545,729,317,534,32
622,88102,8088,55775,545,725,317,534,33
623,88102,7784,59233,545,727,317,534,32
624,88102,3036,51757,545,723,317,534,35
625,88102,5992,55264,545,716,317,528,32
626,88102,7683,55543,545,722,317,534,31
627,88102,7788,54780,545,720,317,535,31
628,88102,6812,52094,545,722,317,535,31
629,88102,7767,59132,545,719,317,535,32
630,88102,6690,57746,545,722,317,534,33
631,88102,4730,57670,545,725,317,534,32
632,88107,2140,55955,545,711,317,535,32
633,88102,6745,57627,545,731,317,535,33
634,88102,5213,54746,545,722,317,535,31
635,88102,7571,55622,545,718,317,535,31
636,88102,1238,55986,545,733,317,535,32
637,88102,6401,54367,545,721,317,535,30
638,88102,7363,56183,545,729,317,535,32
639,88102,3050,59181,545,711,317,535,31
640,88102,7576,60071,545,726,317,536,35
641,88102,7315,49005,545,723,317,534,32
642,88102,7222,61476,545,767,317,550,31
643,88102,7248,54154,545,767,317,548,29
644,88102,6577,56598,545,769,317,549,34
645,88102,7811,56338,545,770,317,549,32
646,88102,7288,58119,545,765,317,549,30
647,88102,6458,54338,545,775,317,550,32
648,88102,7491,57407,545,766,317,549,32
649,88102,7284,55858,545,768,317,549,31
650,88107,836,54558,545,776,317,548,33
651,88102,7109,56409,545,770,317,549,32
652,88107,7091,59608,545,769,317,549,31
653,88102,4210,57666,545,814,317,550,30
654,88107,4018,55905,545,824,317,551,30
655,88102,5445,59092,545,821,317,551,30
656,88102,4556,57006,545,823,317,550,29
657,88102,7427,58220,545,817,317,542,29
658,88102,7439,55196,545,820,317,541,28
659,88102,7014,53865,545,815,317,542,30
660,87127,7587,63089,536,816,317,542,29
661,88102,259,58236,545,817,317,541,30
662,87127,3979,58881,536,827,317,542,30
663,88107,3782,56831,545,814,317,541,28
